activity_id	activity_name	activity_url	activty_dates	activity_times	activty_place	activity_district	activity_address	activity_description
573	Muestra de Artes Visuales	https://disfrutemosba.buenosaires.gob.ar/lugares/muestra-de-artes-visuales	NULL	NULL	Espectaculos	NULL	NULL	El Cultural San Martin invita a conocer las nuevas muestras visuales que se encontraran en exposicion:Asian-African-Mediterranean-European and Americas International Art Exhibition, por Luo Qi y Maria de la VegaInauguracion de una muestra internacional itinerante que no se ha limitado a ser expuesta unicamente en China y ha fortalecido su caracter internacionalista dando lugar a un profundo y hondo intercambio cultural. En ella, mas de 130 artistas provenientes de 58 paises presentan sus obras inscriptas en diversos lenguajes artisticos que, como afirma Maria de la Vega, construyen “una red atemporal que interpela nuestra comunicacion e incentiva a crear nuevos presentes”, tratandose de un testimonio y un recuerdo de la epoca de la pandemia en dialogo con los modos en que nuestra forma de percibir lo inminente y la adaptacion a lo inevitable han cambiado.Desde el 11 de agosto | 19h | Sale EJoyas del Delta - tecnologia espiritual, por Maja LascanoAdemas, el 20 de agosto, Maja Lascano ofrece una nueva activacion performatica de la presente instalacion textil, la cual se compone por esculturas blandas que fueron inspiradas en los colores, fauna y flora del Delta. Cada activacion es una oportunidad y un nuevo dialogo que se entabla segun como se perciba la hora y el dia en el entrepiso vidriado y de acuerdo a la interaccion producida entre la artista y el publico.En sintesis, Joyas del delta, tecnologia espiritual es una instalacion que se activa junto a la artista y lxs demas. Es un homenaje a la poesia de Juan L. Ortiz y a su ribera rosa y dorada. Y es, tambien, un proyecto que busca cambiar el paisaje del entrepiso marmoreo para volverlo mas “suave”, al menos por un rato.20 de agosto | 15h | Hasta diciembre | EntrepisoTambien, se podra recorrer las exposiciones de:La quinta pared, por Agustina AlazrakiEntre lo surreal y lo sublime del pensamiento pictorico, la artista presenta una serie de emociones receptadas a partir de lo onirico. Mediante vivencias noctambulas de lo etereo, recibe un llamado de lo mas recondito del inconsciente y recurre a el para expresar en figuras, formas y perspectivas, el camino hacia lo insondable e incognito.La quinta pared nos invita a transitar este mundo, nuestro propio mundo imaginario que vamos descubriendo a medida que observamos como propios protagonistas de momentos antagonicos y sin limites en la imaginacion de los suenos mismos.&nbsp;Hasta el 21 de agosto | EntresueloNi tan POPular, por Barbi ArcuschinLas relaciones que Barbi establece a traves de sus capturas muestran un lenguaje particular, artistico y documental con coordenadas espacio-temporales muy precisas, en donde aparecen personajes de muy variada indole. Muchas de estas personas no podrian pasar desapercibidas, pareciera que se desplazan entre lo cotidiano como si estuvieran en un escenario, pero otras, por el contrario, centellean su anonimato y ahi es donde la artista logra senalar con el lente algun detalle o nota que exhibe el rasgo particular que las identifica. A veces una mirada, otras un gesto exaltado. Asi, su busqueda se trata mas de un dialogo revisionista de los trazos de nuestro tiempo que de una cronica realista.&nbsp;Hasta el 21 de agosto | Hall ABMedio y medium, por Julieta Proto, Ines Deluca, Ampato Feito y Camila Julieta CaceresHacia dentro y hacia afuera, los trabajos de Deluca capturan imagenes de mundos que se alejan hacia lo desconocido. Parada en una membrana invisible, un ojo mira hacia los astros y las constelaciones lejanas, y el otro hacia el interior del magma germinal de nuestra tierra. En las pinturas de Caceres, las formas seductoras y atractivas que juegan con las representaciones de los cuerpos se encuentran con un universo geometrico restrictivo y convencional, como la del propio marco de una pintura, generando incomodidades visuales y conceptuales. La pintura de Proto se orienta a partir de recuerdos que, derruidos como si fuera un fresco antiguo, son restaurados por medio de lagunas tonalizadas y texturadas asi como por rellenos fantasiosos, produciendo un efecto pareidolico en quien la recibe. Por su parte, Feito se mueve con soltura entre los significantes y propone escenas que nos invitan a reflexionar en torno a los conductos detras de lo que el lenguaje articulado permite nombrar; una mesa de luz o un escritorio se convierten en laboratorio fenomenologico. Ante las obras aqui presentadas existe la posibilidad de asumir una posicion dialectica que se hamaca y se retroalimenta entre dos polos: la aceptacion de lo que se ve. una confianza ciega, y una actitud analitica que se abre al descubrimiento.Hasta el 21 de agosto | Sala Vertical¿Soy yo?, por Griselda Alvarez&nbsp;En esta muestra, compuesta por 32 dibujos realizados en acrilico, rotuladores y tinta sobre papel, la artista propone encontrarnos y perdernos con ella mediante un juego de miradas: ¿Soy yo?, me preguntas con sorpresa. Si claro, respondo, y soy yo tambien jugando a ser vos. Fragmentada, desordenada, tratando de juntar, de unir mi rompecabezas de caras, mi juego personal de acercar lo que todavia esta separado. Contar historias de instantes compartidos, de suenos, de amistad, de admirada admiracion. Unir, abrazar, apretar, dar la mano, volver a mirar. Espejar. Soy yo que te mira, sos vos que me miras.Hasta el 31 de agosto | Hall sala Enrique MuinoJueves a domingos | 15 a 21hEl Cultural San Martin | Sarmiento 1551Entrada gratuita
575	Centro Cultural Lola Mora	https://disfrutemosba.buenosaires.gob.ar/lugares/centro-cultural-lola-mora	NULL	NULL	Centros culturales	Caballito	Rio de Janeiro 946, C1414 CABA, Argentina	NULL
579	Ecobici	https://disfrutemosba.buenosaires.gob.ar/lugares/ecobici	NULL	NULL	NULL	NULL	NULL	El primer sistema de bicicletas publicas de la Argentina se inauguro con tres estaciones con atencion personalizada, 72 bicicletas y alrededor de 100 viajes diarios. Hoy tiene 280 estaciones automaticas en 47 barrios y esta disponible las 24 horas, los siete diasde la semana.Ecobici es gratuito para todas las personas residentes del pais de lunes a viernes (dias habiles) con hasta cuatro viajes de 30 minutos cada uno. Si queres utilizar las bicis los fines de semana o pedalear por mas tiempo, podes conocer los nuevos pases que ya estan habilitados. Si sos turista extranjero y queres usar Ecobici tenes que obtener un pase turistico exclusivo. Conoce los nuevos pases aca.Elegi tu pase a traves de la app para empezar a pedalear.Acercate a una estacion. Genera un codigo a traves de la app e ingresalo en el anclaje de la bici que quieras retirar. Espera la luz verde y retira la bici tomando el manubrio con una mano y levantando el asiento con la otra.Devolve la bici en cualquier estacion. Ancla la bici en un espacio libre, levantandola para trabarla correctamente en la ranura. Espera la senal sonora y la luz verde que confirman la correcta devolucion de la bicicleta.Todas las dudas que tengas del sistema podes consultarlas en&nbsp;BA Ecobici Preguntas FrecuentesMas informacion www.buenosaires.gob.ar/ecobici/sistema-ecobici
592	Food Fest	https://disfrutemosba.buenosaires.gob.ar/lugares/food-fest	NULL	NULL	Centros culturales	NULL	NULL	Food Fest propone un nuevo espacio para el encuentro de comidas y sabores, rescatando las principales tendencias gastronomicas de la escena local: la cocina de ahumados, el ramen y los sabores asiaticos, la culinaria plant based, el cafe de especialidad, la patisserie de autor, los revalorizados sabores regionales, las carnes nobles, el sazon latino, los panificados naturales, la fusion escandinava, la charcuterie y el comfort food.El festival llega con una variada oferta de platos para fanaticos de la gastronomia, con precios accesibles y maxima calidad. Las cervezas artesanales, las bebidas premium y la cocteleria tambien tendran presencia destacada.Contara con entretenimientos para ninos y adultos, y clases de cocina a lo largo de las jornadas.6 y 7 de agosto | 12 a 20 h | La Rural (Av. Sarmiento 2704)&nbsp;
599	Ventanilla Fija	https://disfrutemosba.buenosaires.gob.ar/lugares/ventanilla-fija	NULL	NULL	NULL	NULL	NULL	Llega la primera edicion de Ventanilla Fija, un programa de asesoramiento legal y gratuito dirigido exclusivamente a hacedores de la industria del sonido.El programa tiene como objetivo brindar asesoramiento legal integral en lo relativo a derechos musicales de autores/compositores, interpretes y productores fonograficos, contratos en la industria musical y derecho de entretenimiento a proyectos musicales y/o sonoros emergentes en todo el territorio de la Republica Argentina. Esta iniciativa estara abierta desde el 1 de junio hasta el 30 de noviembre para cualquier persona con un proyecto sonoro que desee recibir asesoramiento legal. El mismo consta de un encuentro virtual de una duracion aproximada de cuarenta y cinco minutos con una profesional en la materia quien asesorara de manera gratuita y particular. Para autores/compositores, interpretes y/o productores fonograficos, el programa servira para saber cuales son los derechos como musico/a independiente, entender como son los procesos de registro, que implicancias tienen los contratos firmados y muchos otros aspectos legales para el desarrollo de un proyecto musical.&nbsp; Podes solicitar un turno a traves de MiBA.&nbsp;Desde el 01 de junio hasta el 30 de noviembrePrograma gratuito | Atencion virtual
665	Produccion integral de podcast	https://disfrutemosba.buenosaires.gob.ar/lugares/produccion-integral-de-podcast	NULL	NULL	NULL	NULL	NULL	Estudio Urbano y el Festival BA Podcast, abren las inscripciones para la produccion integral de podcast. Un ciclo de formacion a distancia, gratuito, con vacantes limitadas, que abarcara, durante 6 modulos de cuatro clases cada uno, todas las etapas y aspectos de produccion de este formato de audio.La cursada tendra una duracion total de 3 meses, entre julio y septiembre y comenzara las inscripciones el martes 21 de junio, a traves del sitio web de Estudio Urbano. Cada modulo, dictado por reconocidos profesionales en el rubro, tendra cuatro encuentros virtuales semanales, y abarcara los siguientes temas:1. Produccion integral de podcast, por Yesica Bernardou y Marco Tonizzo.Martes, de 18 a 20 hs. Comienza el 5 de julio2. Preproduccion: guion y narrativa, por Joaquin StringaJueves, de 18 a 20 hs. Comienza el 7 de julio3. Aspectos legales y monetizacion, por Agustina Laboureau y Josefina Bonifacio.Martes, de 18 a 20 hs. Comienza el 2 de agosto 4. Arquitectura y diseno sonoro, por Marcos Serrao Gomez.Jueves, de 18 a 20 hs. Comienza el 4 de agosto 5. Podcast brandeados y estrategias de difusion, por Maria Laura Russo.Martes, de 18 a 20 hs. Comienza el 6 de septiembre 6. Distribucion multiplataforma y gestion tecnologica, por Gonzalo Soraiz.Jueves, de 18 a 20 hs. Comienza el 8 de septiembreInscripcion del 21 de junio a las 12h hasta el lunes 27 de junio a las 20h&nbsp;en https://www.buenosaires.gob.ar/estudiourbano o por correo a bapodcast@buenosaires.gob.ar. estara abierta para los primeros dos modulos. Los siguientes recibiran aplicaciones hasta unas semanas antes del comienzo de cada cursada. Las personas que resulten inscriptas seran contactadas para confirmar su participacion.-------------------------------------------------------------------------------------------------------------Estudio Urbano es un programa integral de capacitacion y formacion centrado en las industrias culturales, especialmente en la musica, que trabaja con las culturas juveniles con el objetivo de acercarles herramientas de conocimiento, a partir de su oferta anual de cursos y talleres y depende de la Direccion General de Musica, del Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires.Es un espacio de promocion de la actividad musical, que cuenta con un estudio de grabacion de acceso gratuito y recibio recientemente el apoyo de la UNESCO, para desarrollar politicas de formacion e inclusion con sectores vulnerables de la ciudad Para mas informacion sobre todas las actividades que realiza Estudio Urbano, buenosaires.gob.ar/estudiourbano.
669	Cultura Rap Federal	https://disfrutemosba.buenosaires.gob.ar/lugares/cultura-rap-federal	NULL	NULL	Espectaculos	NULL	NULL	Este ano Cultura Rap, el torneo de freestyle rap creado en El Recoleta para visibilizar a los nuevos talentos del rap local, se vuelve federal: 17 fechas, entre junio y noviembre, en distintas provincias del pais, hasta llegar a la gran final el 20 de noviembre en CABA. La competencia pasa a ser rango 2 en el ranking de FRF (Freestyle Rap Federation), otorgando al ganador de la final nacional 20.000 puntos para el ascenso a la FMS, la liga mas importante de freestyle del pais.En paralelo, desde junio comenzara el torneo anual tal como la conocemos, en la terraza del Recoleta. La competencia tendra formato de torneo y durara ocho fechas. Los mejores cinco competidores de la tabla obtendran el pase directo a la gran final nacional del 20 de noviembre, en el Teatro Vorterix.&nbsp;En la final se mediran todxs los competidores ya clasificados (catorce en total) quedando dos cupos libres para los y las freestylers que participen de la clasificatoria que sucedera de manera presencial el mismo dia de este gran evento.&nbsp;Esta competencia cuenta con el apoyo de UNICEF y el acompanamiento de Stromberg.Dom 26.06 | Fecha 1 Torneo de freestyle rap&nbsp; | 15 h | TerrazaDom. 31.07 | Fecha 3 Torneo de freestyle rap | 15 h | TerrazaDom 07.08 | Fecha 4 Torneo de freestyle rap&nbsp; | 15 h | TerrazaDom 28.08 | Fecha 5 Torneo de freestyle rap&nbsp; | 15 h | TerrazaDom. 11.09 | Fecha 6 Torneo de freestyle rap | 15 h | TerrazaCULTURA RAP EDICION SUB 18&nbsp;Una version para visibilizar a los talentos mas jovenes del rap local. Ademas, el Happy Hour de Escritura coordinado por Fer Blasco, tendra dos sesiones creativas grupales especialmente destinadas a adolescentes para jugar con las palabras, soltar la imaginacion y divertirse escribiendo. No es necesario tener experiencia, solo ganas de experimentar con la escritura.&nbsp;Jueves 21, 28 de julio | 14.30 h | Cultura Rap organizado por Juancin&nbsp;Se suspende por lluvia
685	4° edicion del Premio AZCUY	https://disfrutemosba.buenosaires.gob.ar/lugares/4-edicion-del-premio-azcuy	NULL	NULL	NULL	NULL	NULL	Por cuarto ano consecutivo, abre la convocatoria para una nueva edicion del Premio Azcuy, en alianza con el Museo de Arte Moderno de Buenos Aires y de la mano de la recientemente creada FUNDACION AZCUY.&nbsp;Se trata de un concurso de alcance nacional dirigido a artistas individuales o colectivos argentinos (o con residencia en el pais desde hace mas de tres anos). Su mision es reconocer, difundir y fomentar la produccion artistica local, estimulando la puesta en valor del arte nacional.&nbsp;Es una oportunidad unica para que artistas de todo el pais imaginen proyectos que pueden llevar su practica a nuevos escenarios y escalas. La iniciativa tiene el objetivo de que la cultura forme parte de nuestra cotidianeidad, salga de los espacios tradicionales y se instale en lugares no convencionales.&nbsp;Desde el 1 de julio al 31 de agosto los artistas podran anotarse para participar con sus proyectos. Al cierre de la convocatoria, un jurado de expertos integrado por artistas, curadores, representantes del Museo Moderno y de Azcuy seleccionara 5 finalistas a quienes se les otorgara un premio estimulo de $200.000 pesos para desarrollar sus propuestas con mayor profundidad y volver a presentarlas al jurado. De esta presentacion surgira la obra ganadora que se dara a conocer en noviembre. El artista recibira un premio de $2.000.000 pesos y la produccion de su obra, que se pondra en marcha apenas concluido el certamen bajo su direccion y supervision, sera enteramente costeada por Azcuy.&nbsp;Inscripcion&nbsp;mediante&nbsp;la web www.premioazcuy.com, donde encontraran las bases y condiciones, y accederan a toda la documentacion necesaria para iniciar el proceso de inscripcion. Desde 01 de julio hasta el 31 de agosto inclusive---------------------------------------------------------------------------------------------------------------------------AZCUY es una compania creativa de real estate con mas de treinta anos de trayectoria en la Argentina dedicada a desarrollar, disenar, construir y comercializar arquitectura residencial en el barrio de Caballito de la Ciudad de Buenos Aires. Su trabajo busca lograr la mejor ecuacion entre diseno y sustentabilidad, por lo que se orienta a favorecer el vinculo entre las personas y la naturaleza, a cuidar el medio ambiente a partir del uso responsable de la energia en sus edificios y a generar un impacto social y cultural positivo en la comunidad. Comprometidos con el uso responsable de los recursos, el cuidado de los detalles y atentos a las posibilidades que ofrece la mas alta tecnologia y el conocimiento exhaustivo de los materiales, los proyectos de AZCUY buscan crear espacios de calidad que aseguren una experiencia de bienestar a lo largo del tiempo. AZCUY fue fundada y es dirigida por el arquitecto Gerardo Azcuy, cuyo compromiso con la creacion del mejor entorno posible para el desarrollo de nuestra vida cotidiana lo alento a iniciar el Premio Azcuy, por el cual se seleccionan proyectos artisticos de calidad para que pasen a formar parte integral y patrimonial de los edificios que la compania desarrolla.El Museo de Arte Moderno de Buenos Aires, institucion publica dependiente del Ministerio de Cultura del Gobierno de la Ciudad de Buenos Aires, fue creado en abril de 1956 por iniciativa de Rafael Squirru, su primer director. Desde sus inicios, el Moderno fue un museo de vanguardia, verdadera casa de los artistas argentinos, y un espacio dedicado a promover las ultimas producciones de todas las disciplinas artisticas. Ubicado en el barrio de San Telmo, el Museo Moderno exhibe su coleccion de arte moderno y contemporaneo, produce exhibiciones temporarias de artistas nacionales y extranjeros, ya sean individuales o grupales, y genera un fuerte vinculo con la comunidad a traves de un intenso programa de actividades educativas y culturales destinadas a los mas diversos publicos.La Fundacion Azcuy busca construir una sociedad mejor, llevando adelante pequenas y grandes acciones. El objetivo es contribuir al bienestar de la sociedad a traves de la arquitectura, el arte, el urbanismo, la responsabilidad social
707	Red de Bienestar	https://disfrutemosba.buenosaires.gob.ar/lugares/red-de-bienestar	NULL	NULL	NULL	NULL	NULL	Por si no sabias, la Ciudad, en la mayoria de sus comunas, cuenta con distintos puntos de bienestar&nbsp;llenos de actividades recreativas, cognitivas, artisticas y culturales con el objetivo de mejorar el bienestar de cada uno de nosotros. Veni y animate a conocer alguna de estas propuestas:&nbsp;ESTACIONES SALUDABLESUn espacio para potenciar nuestro bienestar. Ademas de fomentar una alimentacion sana, la actividad fisica y el control periodico de la salud, se proponen actividades de esparcimiento y recreacion.Lunes a viernes: Asesoria nutricional y enfermeria: Control de presion arterial, talla y peso. | Sabados y domingos: Actividad fisica y taller cognitivo. | Horarios y ubicacion en el siguiente linkLA TERCERA EN LA CALLESe impulsan actividades fisicas, recreativas, cognitivas, artisticas y culturales en plazas y parques de la Ciudad, para promover el envejecimiento activo y saludable.Lunes a viernes de 09 a 11:30hs y de 12:30 a 15hs | Ubicaciones en el siguiente linkCENTROS DE DIA (CDD)Son espacios pensados para las personas mayores, donde se realizan actividades reflexivas, recreativas, culturales, corporales y cognitivas. En los CDD se ofrecen servicios de orientacion psicologica, social y juridica; en pos de promover su independencia y autonomia y contribuir a la mejora de su calidad de vida.Lunes a viernes de&nbsp;09 a16hs | Sabados de 09 a 15hs| Ubicaciones en el siguiente linkEntrada libre y gratuitaBA Bienestar &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Ciudad Amigable&nbsp;IG: @BABienestar &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;IG: @BACiudadAmigableFB: /BienestarGCBA&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; FB: /CiudadAmigableGCBATW:@BA_Bienestar&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;TW: @BA_Amigable
723	Wild Bass Festival	https://disfrutemosba.buenosaires.gob.ar/lugares/wild-bass-festival	NULL	NULL	Parques y Plazas	NULL	NULL	Llega Wild Bass Festival, un ciclo de musica under electronica del estilo Bass Music con 6 DJ`s Sets en escena que haran sets de 30 minutos cada uno. El festival apunta a dar a conocer a los artistas emergentes del estilo Bass. Cada Dj que se presenta tiene su propio estilo Bass. Cabe destacar que es un estilo muy reconocido y con cada vez mayor audiencia a nivel nacional e internacional. Un espectaculo para todo publico en el Anfiteatro de Parque Centenario, gratis, por orden de llegada, hasta completar la capacidad.DJ´s participantes: XLAB / AXS / KR4D / HOLO ICE / TOMMLOW / LEON ELLUS / JOHN DARTEViernes 12 de agosto | 16:30hAnfiteatro de Parque Centenario | Av. Lillo y Leopoldo MarechalEntrada gratuita por orden de llegada hasta agotar la capacidad Se suspende por lluvia
759	Inclusion digital	https://disfrutemosba.buenosaires.gob.ar/lugares/inclusion-digital	NULL	NULL	NULL	NULL	NULL	Conoce los talleres que La Ciudad tiene para ofrecer desde el programa de Inclusion Digital. Esta propuesta trabaja en la inclusion digital de las personas mayores mediante encuentros virtuales y presenciales de capacitacion y practica en el uso de tecnologia digital en la vida diaria, buscando promover la alfabetizacion digital y el fortalecimiento del uso de herramientas tecnologicas y dispositivos moviles. Las actividades y capacitaciones estan destinadas a personas mayores de 60 anos.Los talleres que propone el programa de Inclusion Digital son:Aprende a usar:El programa capacita a las personas mayores sobre el uso de herramientas digitales tales como mensajeria movil, Email, Apps de Delivery, Redes Sociales, Educacion Financiera y Boti + Simple.&nbsp; Ademas, se realizan capacitaciones presenciales en diversos espacios (clubes, cesacs, centros de jubilados, otros) teniendo capilaridad en todas las Comunas de la Ciudad.Las capacitaciones se dictan en modalidad virtual. Inscripcion por formulario en las redes sociales de la Secretaria los martes a las 14 horas.Finanzas digitales:Junto a Desarrollo Economico y al Banco Ciudad realizamos capacitaciones sobre educacion financiera: uso de billetera virtual, seguridad, y otras herramientas para el manejo digital de las finanzas.Las capacitaciones se dictan en modalidad virtual. Inscripcion por formulario en las redes sociales de la Secretaria los viernes a las 14 horas.Prevencion Ciberdelito:Taller de encuentros sobre prevencion de delitos informaticos y sobre como navegar por Internet con seguridad; como proteger datos personales, como detectar estafas virtuales, entre otros temas.Desayunos Digitales:Desarrollamos encuentros mensuales con personas mayores, bajo la modalidad de conversatorios virtuales, en los que se comparten las propuestas de la Secretaria para este segmento y se trabaja en el desarrollo de nuevas iniciativas. En estos desayunos se conversa sobre los gustos y preferencias de las personas mayores, para brindar propuestas especialmente adaptadas y facilitar el vinculo de los vecinos mayores con la Ciudad de Buenos Aires.Las capacitaciones se dictan en modalidad virtual. Inscripcion por formulario en las redes sociales de la Secretaria con frecuencia mensual.Boti +SimpleBuscamos que las personas mayores puedan conocer de manera simple las diferentes actividades recreativas, cursos y talleres e informacion util para vivir la Ciudad. Tambien brindamos asistencia digital para tramites.Para acceder a esta informacion, podes comunicarte con Boti a traves de Whatsapp al numero 11-5050-0147 y escribir “Personas Mayores”.--------------------------------------------------------------------------------------------------------------------------------Para mas informacion podes comunicarte a traves de:Telefono: 5030-9740 (interno 1640)Instagram: @BACiudadAmigableFacebook: www.facebook.com/BACiudadAmigable o como Ciudad Amigable GCBATwitter: @BA_AmigableMail: bienestarintegral@buenosaires.gob.ar
761	Participa del Festival Buenos Aires Jazz	https://disfrutemosba.buenosaires.gob.ar/lugares/participa-del-festival-buenos-aires-jazz	NULL	NULL	NULL	NULL	NULL	Hasta el 31 de agosto grupos y solistas de todo el pais podran anotarse para formar parte de la edicion 2022 del Festival de Jazz de la ciudad de Buenos Aires. Son dos las convocatorias activas: Nuevos Discos y Grupos o Proyectos Solistas de jazz. Los seleccionados en ambas categorias formaran parte de la edicion 2022 del festival.&nbsp;En la convocatoria Nuevos Discos podran inscribirse quienes hayan editado nuevo material entre el 1 de octubre de 2021 y el 1 de noviembre de 2022. Entre los postulantes se seleccionaran cuatro proyectos que participaran de Buenos Aires Jazz 2022.En la convocatoria Grupos o Proyectos Solistas podran participar musicos y grupos en las categorias Jazz Standards/Straight Ahead/Mainstream, Free Jazz/Contemporaneo/Experimental, y Fusion. De ella se seleccionaran un maximo de ocho proyectos que formaran parte de la programacion del festival.Ambas convocatorias tienen como fin darle la posibilidad a artistas de todo el pais de formar parte y mostrar su trabajo en el Festival Internacional de Jazz de la ciudad de Buenos Aires. El jurado encargado de seleccionar los proyectos ganadores estara integrado por figuras de reconocida trayectoria dentro del ambito artistico y sociocultural.La inscripcion estara abierta hasta el miercoles 31 de agosto en la&nbsp;web del festival.
768	Feria Argentina del Alfajor	https://disfrutemosba.buenosaires.gob.ar/lugares/feria-argentina-del-alfajor	NULL	NULL	NULL	NULL	NULL	Llega la 1° edicion de la Feria Argentina del Alfajor. Por primera vez en Argentina todo el sector Alfajorero expone sus productos y sus mas exquisitas creaciones. Durante los dias de la Feria podras conocer a los productores de alfajores de todo el Pais. Tambien en el mismo salon se realizara en conjunto la eleccion del mejor alfajor del mundo en el marco del Campeonato Mundial del Alfajor, el jueves 4 y viernes 5, de 10h a 18h . Un Jurado especializado realizara una cata a ciegas de cientos de muestras de 15 categorias diferentes. Se entregaran mas de 45 premios y medallas.Entrada gratuita a traves de Eventbrite | cupos limitadosLunes 1 hasta el viernes 5 de agosto | 10 a 18hPrimer piso Galeria Central | Av. Corrientes y Florida
771	La Trochita: 100 anos de historia	https://disfrutemosba.buenosaires.gob.ar/lugares/la-trochita-100-anos-de-historia	NULL	NULL	NULL	NULL	NULL	A partir del lunes 25 de julio, hasta el 12 de agosto, se podra visitar la muestra fotografica La Trochita: 100 anos de historia. Luego, el martes 2 de agosto a las 14:30h, se realizara una jornada cultural que incluye la presentacion del libro: La Trochita, Viejo Expreso Patagonico&nbsp;y una recorrida por la muestra fotografica.La muestra se encuentra integrada por imagenes de la centenaria formacion ferroviaria, que recorre parte de nuestra Patagonia sobre sus vias de trocha angosta. Su historia se remonta a principios del siglo XX, cuando se impulso la sancion de la Ley 5559 de Fomento de los Territorios Nacionales, con el objetivo de promover el desarrollo de La Patagonia, y sumarse a una estrategia de integracion ferroviaria de las areas potencialmente productivas. En 1921 se decidio conectar este pueblo con Esquel y para el ano 1922 se decidio comprar 50 locomotoras Henschel en Alemania y otras 25 Baldwin en Estados Unidos, mientras que los vagones fueron fabricados en Belgica. El 7 de octubre de 1922 se autorizo el trazado en trocha economica de 75 cm, del ferrocarril que llega hasta Esquel, a traves de 402 kilometros y mas de 600 curvas. Martes 2 de agosto | 14:3025 de julio hasta 12 de agosto | Dias habiles |&nbsp; 08 a 20hsCamara de Diputados de la Nacion | Av. Rivadavia 1841 | Planta Baja del Anexo A 
794	Mes de la cultura independiente	https://disfrutemosba.buenosaires.gob.ar/lugares/mes-de-la-cultura-independiente	NULL	NULL	Centros culturales	NULL	NULL	Detras de cada lugar, hay una historia. Voces, ideas y miradas que dan forma a una cultura viva, en ebullicion. Por eso, queremos mostrar las historias del mundo independiente: dar a conocer como surgieron y crecieron estos espacios fuera del circuito mas visible y desde una logica tan diferente como enriquecedora. 6 voces dan a conocer las propuestas que hicieron crecer a partir de un sueno y mucho esfuerzo.&nbsp;Ademas, los espacios culturales independientes distribuidos por toda la ciudad formaran parte de esta programacion con espectaculos en cada uno.---------------------LA MINGA, Un club cultural con identidad de barrioMaza 1165IG: @LAMINGACC--------------------ROSETI,&nbsp;un punto de encuentro con lenguajes hibridosGallo 760IG: @ROSETIESPACIO-----------------------LUZURIAGA, un club social, con gerenciamiento familiarLuzuriaga 348IG: @luzuriagaclubsocial-----------------------CASA BRANDON, ??Luis Maria Drago 236IG: ?----------------------QUETREN QUETREN, salir a la cancha y diversificar la escenaAv. Olazabal 1784IG: ?--------------------------LA CASA DEL ARBOL,&nbsp;una aventura culturalAv. Cordoba 5217IG: _@lacasadelarbol_
795	La obra de J. L. Borges	https://disfrutemosba.buenosaires.gob.ar/lugares/la-obra-de-j-l-borges	NULL	NULL	Museos y Galerias	NULL	NULL	A partir del martes 16 de agosto, iniciara el Taller de lectura sobre la obra de J. L. Borges, que se recorrera a traves de el Borges realista, el Borges fantastico y el Borges intertextual, a cargo del Lic. Pablo Gaiano.El taller brinda las claves centrales de las muy variadas tecnicas literarias y filosoficas utilizadas por Borges para escribir sus cuentos. Se abordan todos los generos trabajados por el autor, desde sus cuentos realistas hasta sus cuentos fantasticos.Inscripciones:&nbsp;literaturaciudad@yahoo.com.arMartes | 16:30 a 18hPresencial | trimestralMuseo de Arte Hispanoamericano Isaac Fernandez BlancoSede Palacio Noel | Suipacha 1422, Barrio Retiro
797	Hacia los 40 anos de vida en democracia	https://disfrutemosba.buenosaires.gob.ar/lugares/hacia-los-40-anos-de-vida-en-democracia	NULL	NULL	Espectaculos	NULL	NULL	"El Cultural San Martin recibe a Beatriz Sarlo y Diana Maffia en el primer encuentro de Hacia los 40 anos de vida en democracia, un nuevo ciclo con el proposito de construir un espacio para el dialogo y de reafirmar el contrato democratico. De este modo, se desarrollaran encuentros mensuales que reunan a diversos actores sociales en donde puedan abordar distintos ejes para, a partir de lo transitado, proyectar hacia el futuro. Para este primer encuentro entonces, denominado ""Los derechos politicos, la participacion ciudadana y la cultura democratica"", la ensayista y critica literaria, Beatriz Sarlo, y la filosofa especializada en genero y diversidad, Diana Maffia, se reunen a conversar con el publico tanto de lo conquistado como de lo que aun queda por conquistar en materia de derechos humanos y participacion ciudadana.Martes 9 de agosto | 19hEl Cultural San Martin | Sarmiento 1551Entrada libre y gratuita |&nbsp;Sala Muino"
